task,task_type,trial,rotation_angle_deg,15,21,23,17,13,19,2,11,9,1,25,26,7
no-cursor_60_exclude,no_cursor,4,0,2.12,16.64,5.61,26.57,20.25,-2.56,2.92,14.11,22.94,12.26,11.01,21.55,13.57
no-cursor_60_exclude,no_cursor,5,0,19.63,14.36,11.09,12.51,11.13,-1.69,10.36,22.22,34.23,3.74,21.75,30.67,1.89
no-cursor_60_exclude,no_cursor,6,0,2.79,22.76,2.52,19.71,11.8,16.53,7.55,17.04,17.66,3.32,24.16,15.4,21.8
no-cursor_60_exclude,no_cursor,7,0,-0.58,19.22,-1.22,2.99,11.65,-8.07,0.65,16.09,12.62,14.92,19.04,16.09,12.88
no-cursor_60_exclude,no_cursor,8,0,14.68,15.7,1.89,11.56,17.39,24.27,4.74,12.5,21.56,9.02,11.46,17.23,3.76
no-cursor_60_exclude,no_cursor,9,0,-0.21,-18.25,-0.73,14.44,0.59,-4.76,6.25,12.55,4.19,11.66,18.32,7.13,19.19
no-cursor_60_include,no_cursor,1,0,40.18,42.12,39.89,55.15,18.24,35.58,43.79,1.72,9.89,-8.68,20.38,13.62,20.7
no-cursor_60_include,no_cursor,2,0,31.81,19.16,40.84,57.86,21.92,35.98,52.43,11.96,22.81,16.47,8.69,4.04,-1.7
no-cursor_60_include,no_cursor,3,0,36.91,2.83,50.45,50.48,5.54,36.91,43.84,11.84,15.11,51.07,12.11,29.62,10.25
no-cursor_60_include,no_cursor,4,0,22.98,4.96,48.8,59.95,26.16,38.06,51.87,2.99,2.98,6.6,3.6,15.48,13.15
no-cursor_60_include,no_cursor,5,0,48.15,14.53,54.99,50.79,28.64,39.57,45.65,4.67,7.95,-8.13,15.02,7.87,2.36
no-cursor_60_include,no_cursor,6,0,64.61,-25.71,46.83,48.91,2.44,31.06,46.17,15.4,10.97,36.39,-1.65,20.9,12.5
no-cursor_60_include,no_cursor,7,0,50.51,22.73,41.84,60.59,11.25,24.11,43.88,16.58,5.77,-7.71,3.34,15.67,5.23
no-cursor_60_include,no_cursor,8,0,42.75,22.51,33.57,53.94,23.3,29.74,34.07,11.61,0.64,33.03,5.87,17.61,9.77
no-cursor_60_include,no_cursor,9,0,59.44,20.27,49.92,56.07,0,23.42,42.45,7.93,13.98,-8.71,12.69,20.06,10.48
rotated_training_60_2,cursor,1,-60,23.2,14.04,51.71,21.23,14.33,38.36,nan,49.62,54.78,21.5,19.92,36.55,15.43
rotated_training_60_2,cursor,2,-60,71.04,25.55,52.59,79.54,25.7,61.18,45.63,50.92,61.99,51.73,23.09,55.46,30.96
rotated_training_60_2,cursor,3,-60,28.21,47.7,64.46,27.58,49.24,42.94,53.81,40.11,51.44,32.47,29.26,40.81,29.02
rotated_training_60_2,cursor,4,-60,78.61,41.85,51.56,66.64,48.3,45.57,47.6,50.01,63.71,56.03,43.98,52.05,30.47
rotated_training_60_2,cursor,5,-60,82.57,35.89,43.17,35.01,24.48,61.41,57.62,66.04,51.1,26.97,20.13,60.46,28.77
rotated_training_60_2,cursor,6,-60,60.49,66.6,69.44,42.71,47.15,54.08,61.24,36.32,56.67,21.07,27.34,54.56,21.49
rotated_training_60_2,cursor,7,-60,78.28,42.68,51.24,37.03,46.77,55.41,47.14,51.57,51.76,55.3,9.61,50.8,25.55
rotated_training_60_2,cursor,8,-60,61.79,68.47,52.78,55.47,42.26,54.03,47.12,55.84,53.05,30,21.19,61.78,34.53
rotated_training_60_2,cursor,9,-60,67.81,34.25,62.14,40.27,37.72,66.25,59.25,55.47,47.68,39.25,51.6,42.6,36.54
rotated_training_60_2,cursor,10,-60,58.29,50.94,64.41,39.65,51.41,48.04,46.71,46.28,59.4,46.81,48.67,59.25,40.99
rotated_training_60_2,cursor,11,-60,64.95,55.05,54.41,48.73,25.43,69.86,56.2,42.32,59.11,38.49,56.19,58.04,34.2
rotated_training_60_2,cursor,12,-60,86.38,50.14,71.05,41.92,41.96,40.15,35.78,54.51,52.96,69.3,31.85,61.53,31.23
rotated_training_60_2,cursor,13,-60,67.99,40.31,53.45,42.79,54.02,58.47,14.18,63.25,63.92,49.34,49.51,67.12,38.06
rotated_training_60_2,cursor,14,-60,59.55,23.37,58.64,54.32,48.6,53.77,60.67,50.14,61.24,63.25,41.19,63.63,44.09
rotated_training_60_2,cursor,15,-60,76.4,48.24,59.04,44.25,22.69,67.3,55.51,57.4,63.34,28.3,43.24,59.04,39.59
rotated_training_60_2,cursor,16,-60,74.28,47.65,54.95,53.33,50.75,nan,53.48,49.76,58.15,25.99,33.1,68.55,33.17
rotated_training_60_2,cursor,17,-60,64.34,38.56,62.2,45.35,56.87,44.73,62.1,62.21,53.63,45.4,48.64,63.05,37.77
rotated_training_60_2,cursor,18,-60,65.29,31.5,55.37,41.11,25.7,60.36,60.46,53.13,63.02,66.38,53.41,55.25,45.2
rotated_training_60_2,cursor,19,-60,81.81,47.08,66.06,48.58,55.8,48.64,46.47,56.37,66.63,60.75,48.44,56.48,45.28
rotated_training_60_2,cursor,20,-60,61.26,42.02,53.58,58.67,57.63,60.87,60.08,64.1,56.43,41.4,34.9,60.57,32.13
rotated_training_60_2,cursor,21,-60,73.85,35.28,64.64,46.97,26.85,62.02,56.61,68.81,65.46,57.83,64.87,48.49,48.22
no-cursor_60_include_2,no_cursor,1,0,54.61,-5.54,54.02,61.79,71.27,20.35,40.72,-0.29,19.77,32.47,24.44,28.05,18.03
no-cursor_60_include_2,no_cursor,2,0,49.67,29.67,37.59,63.27,37.95,32.04,65.3,16.55,20.34,11.39,20.73,40.93,35.39
no-cursor_60_include_2,no_cursor,3,0,60.01,14.5,44.81,60.98,38.24,38.56,54.19,14.04,15.03,38.33,15.35,35.6,18.15
no-cursor_60_include_2,no_cursor,4,0,63.71,15.03,44.64,60.79,23.84,28.47,34.08,4.24,17.66,23.09,24.47,26.57,18.43
no-cursor_60_include_2,no_cursor,5,0,63.79,21.02,30.2,55.51,40.64,34.7,45,21.28,22.38,18.62,12.72,31.04,16.07
